"ID"	"adj.P.Val"	"P.Value"	"miRNA_ID_LIST"	"SPOT_ID"
"cin-miR-4066-3p_st"	"0.862949"	"4.99e-01"	"cin-mir-4066"	""
"dme-miR-4975-5p_st"	"0.862949"	"4.99e-01"	"dme-mir-4975"	""
"tcc-miR167a_st"	"0.862949"	"4.99e-01"	"tcc-MIR167a"	""
"U49A_st"	"0.862949"	"4.99e-01"	""	"CDBox: U49A"
"ENSG00000212168_x_st"	"0.862949"	"4.99e-01"	""	"snoRNA: ENSG00000212168"
"ENSG00000252102_st"	"0.862949"	"4.99e-01"	""	"snoRNA: ENSG00000252102"
"ENSG00000201660_st"	"0.863016"	"4.99e-01"	""	"snoRNA: ENSG00000201660"
"hp_hsa-mir-4300_st"	"0.863016"	"4.99e-01"	""	"stem-loop: hsa-mir-4300"
"vvi-miR395g_st"	"0.863016"	"4.99e-01"	"vvi-MIR395g"	""
"hp_hsa-mir-2115_st"	"0.863016"	"4.99e-01"	""	"stem-loop: hsa-mir-2115"
"hp_hsa-mir-3670_st"	"0.863016"	"4.99e-01"	""	"stem-loop: hsa-mir-3670"
"hsa-miR-4652-3p_st"	"0.863016"	"4.99e-01"	"hsa-mir-4652"	""
"zma-miR171i_st"	"0.863194"	"4.99e-01"	"zma-MIR171i"	""
"osa-miR1872_st"	"0.863194"	"4.99e-01"	"osa-MIR1872"	""
"U27_st"	"0.863194"	"4.99e-01"	""	"CDBox: U27"
"mtr-miR2111s_st"	"0.863194"	"4.99e-01"	"mtr-MIR2111s"	""
"hp_mmu-mir-106b_st"	"0.863194"	"4.99e-01"	""	"stem-loop: mmu-mir-106b"
"mmu-miR-1194_st"	"0.863194"	"4.99e-01"	"mmu-mir-1194"	""
"HBII-85-23_x_st"	"0.863194"	"4.99e-01"	""	"CDBox: HBII-85-23"
"bdi-miR5058_st"	"0.863194"	"4.99e-01"	"bdi-MIR5058"	""
"gga-miR-1553-star_st"	"0.863194"	"4.99e-01"	"gga-mir-1553"	""
"bta-miR-1843_st"	"0.863194"	"4.99e-01"	"bta-mir-1843"	""
"hp_rno-mir-30e_st"	"0.863194"	"4.99e-01"	""	"stem-loop: rno-mir-30e"
"hsa-miR-4728-5p_st"	"0.863194"	"4.99e-01"	"hsa-mir-4728"	""
"mml-miR-502-5p_st"	"0.863194"	"5.00e-01"	"mml-mir-502"	""
"oan-miR-126_st"	"0.863194"	"5.00e-01"	"oan-mir-126"	""
"aly-miR158a_st"	"0.863194"	"5.00e-01"	"aly-MIR158a"	""
"hp_mmu-mir-5099_st"	"0.863194"	"5.00e-01"	""	"stem-loop: mmu-mir-5099"
"ENSG00000239191_x_st"	"0.863194"	"5.00e-01"	""	"snoRNA: ENSG00000239191"
"cel-miR-1819_st"	"0.863194"	"5.00e-01"	"cel-mir-1819"	""
"cel-miR-41-3p_st"	"0.863194"	"5.00e-01"	"cel-mir-41"	""
"hsa-miR-4667-5p_st"	"0.863266"	"5.00e-01"	"hsa-mir-4667"	""
"hsa-miR-4722-5p_st"	"0.863266"	"5.00e-01"	"hsa-mir-4722"	""
"ame-miR-3767_st"	"0.863266"	"5.00e-01"	"ame-mir-3767"	""
"hp_hsa-mir-4772_st"	"0.863266"	"5.00e-01"	""	"stem-loop: hsa-mir-4772"
"tca-miR-317-3p_st"	"0.863266"	"5.00e-01"	"tca-mir-317"	""
"hp_hsa-mir-873_st"	"0.863268"	"5.00e-01"	""	"stem-loop: hsa-mir-873"
"hsa-miR-4696_st"	"0.863365"	"5.00e-01"	"hsa-mir-4696"	""
"rno-miR-300-5p_st"	"0.863365"	"5.00e-01"	"rno-mir-300"	""
"hsa-miR-24_st"	"0.863413"	"5.00e-01"	"hsa-mir-24-1 // hsa-mir-24-2"	""
"hp_hsa-mir-4655_st"	"0.863445"	"5.00e-01"	""	"stem-loop: hsa-mir-4655"
"oan-miR-1401-star_st"	"0.863488"	"5.00e-01"	"oan-mir-1401"	""
"sbi-miR167g_st"	"0.863488"	"5.00e-01"	"sbi-MIR167g"	""
"ppa-miR-190_st"	"0.863638"	"5.00e-01"	"ppa-mir-190"	""
"hp_hsa-mir-4481_st"	"0.863638"	"5.00e-01"	""	"stem-loop: hsa-mir-4481"
"sko-miR-4825-star_st"	"0.863638"	"5.01e-01"	"sko-mir-4825"	""
"vvi-miR403c_st"	"0.863638"	"5.01e-01"	"vvi-MIR403c"	""
"hp_rno-mir-186_st"	"0.863638"	"5.01e-01"	""	"stem-loop: rno-mir-186"
"hp_mmu-mir-670_st"	"0.863638"	"5.01e-01"	""	"stem-loop: mmu-mir-670"
"hsa-miR-4764-3p_st"	"0.863638"	"5.01e-01"	"hsa-mir-4764"	""
"mcmv-miR-m01-4-star_st"	"0.863638"	"5.01e-01"	"mcmv-mir-m01-4"	""
"cre-miR1169-star_st"	"0.863638"	"5.01e-01"	"cre-MIR1169"	""
"hp_mmu-mir-181b-2_st"	"0.863638"	"5.01e-01"	""	"stem-loop: mmu-mir-181b-2"
"ath-miR162b_st"	"0.863638"	"5.01e-01"	"ath-MIR162b"	""
"cel-miR-266_st"	"0.863655"	"5.01e-01"	"cel-mir-266"	""
"oar-miR-496-3p_st"	"0.864005"	"5.01e-01"	"oar-mir-496"	""
"tgu-miR-217_st"	"0.864036"	"5.01e-01"	"tgu-mir-217"	""
"mmu-miR-3084-star_st"	"0.864036"	"5.01e-01"	"mmu-mir-3084"	""
"dre-miR-737_st"	"0.864079"	"5.01e-01"	"dre-mir-737"	""
"cin-miR-4094-5p_st"	"0.864095"	"5.01e-01"	"cin-mir-4094"	""
"rno-miR-673_st"	"0.864095"	"5.01e-01"	"rno-mir-673"	""
"hsa-miR-3622a-5p_st"	"0.864095"	"5.01e-01"	"hsa-mir-3622a"	""
"hp_mmu-mir-376c_st"	"0.8641"	"5.01e-01"	""	"stem-loop: mmu-mir-376c"
"oan-miR-1421v-star_st"	"0.8641"	"5.01e-01"	"oan-mir-1421v"	""
"bdi-miR5062a_st"	"0.864121"	"5.01e-01"	"bdi-MIR5062a"	""
"dya-miR-263a_st"	"0.864121"	"5.01e-01"	"dya-mir-263a"	""
"rno-miR-133b_st"	"0.864121"	"5.02e-01"	"rno-mir-133b"	""
"sbi-miR395f_st"	"0.864121"	"5.02e-01"	"sbi-MIR395f"	""
"hsa-miR-548f_st"	"0.864121"	"5.02e-01"	"hsa-mir-548f-1 // hsa-mir-548f-2 // hsa-mir-548f-3 // hsa-mir-548f-4 // hsa-mir-548f-5"	""
"hp_mmu-mir-433_st"	"0.864121"	"5.02e-01"	""	"stem-loop: mmu-mir-433"
